Index,temizlenmis_cümle
20555,süreç bireylerde 3-6 aya uzayabileceği bilinçli olunması önerilir.
20556,Oluşabilecek çeşitli yan etkiler hekimler çeşitli rahatlatıcı ilaçların reçetelendirilmesine başvurulabilir.
20557,Operasyon sonrasında gözlerin ovulmamasına dikkat edilmeli istirahat edilmelidir.
20558,Günlük aktivitelere dönüş süreci kişiler arasında farklılıklar gösterse genellikle operasyondan 1-3 gün sonradır.
20559,süre zarfı içerisinde aynı zamanda kontrol muayeneleri düzenlenir iyileşme süreci takip edilir.
20560,Lazer göz çizdirme ameliyatında hekimler odaklı ışık demetleri kullanarak göz yüzeyindeki dokunun temizlenmesini şeklinin düzenlenmesini sağlarlar.
20561,Yapılan çeşitli araştırmalar göz çizdirme ameliyatı yaptıran bireylerin büyük çoğunluğunda prosedürden 5 sene sonrasında gözlük lens ihtiyacının gelişmeyebileceğine işaret eder.
20562,bireylerde ilk prosedür sonrası istenilen etki elde edilemeyerek ekstra müdahale gereksinimi ortaya çıkabilir.
20563,Göz çizdirme ameliyatı özellikle çeşitli nedenlerle oluşan görme kusurlarının tedavisinde etkili kabul edilir.
20564,operasyon uygun olmayabilir.
20565,bireylerde görme kusuru operasyon yapılmasına rağmen ilerlemeye devam ederek kötü hal alabilir.
20566,nedenle görme kusurunuz mevcut lazer göz çizdirme ameliyatı yaptırmak istiyorsanız sağlık kuruluşlarına başvurarak uzman hekimlerden destek almanız önerilir.
20567,"Excimer lazer tedavisi, miyopi, hipermetropi astigmat göz bozukluklarının düzeltilmesinde etkili yöntemdir."
20568,"tedavi, gözlük kontakt lens kullanmaktan memnun onları kullanmak istemeyen kişiler tercih edilen seçenektir."
20569,"Excimer lazer ameliyatı, göz bozukluklarının düzeltilmesi kullanılan tıbbi işlemdir."
20570,"ameliyat, genellikle güvenli etkili çözüm sunar."
20571,"Ancak, ameliyat gibi, excimer lazer ameliyatının riskleri yan etkileri olabilir."
20572,Genellikle göz kapaklarının sarkması torbalanmasının düzeltilmesi amacıyla yapılan göz çizdirme ameliyatı fiyatları çeşitli faktörlere bağlı değişebilir.
20573,"faktörler arasında ameliyatın yapılacağı yer, doktorun deneyimi, klinik hastane tercihi, kullanılan teknikler hastanın ihtiyaçları yer alır."
20574,"Genel olarak, göz çizdirme fiyat aralığı ülke bölgeye göre farklılık gösterebilir."
20575,Göz çizdirme ameliyatı fiyatlarında; potansiyel hastanın ameliyat ihtiyaçlarına tercihlerine göre özelleştirilmiş fiyat teklifi almak önemlidir.
20576,Göz çizdirme ameliyatı fiyatları belirlerken aynı zamanda doktorun deneyimi sonuçları göz önünde bulundurmak önemlidir.
20577,"Excimer Lazer tedavisi, miyopi (nearsightedness), hipermetropi (farsightedness), astigmatizma göz bozukluklarından şikayetçi kişiler uygun olabilir."
20578,"Göz bozukluğunun düzeltilebilir durumlarda göz sağlığı uygunsa, tedavi yöntemi tercih edilebilir."
20579,"Ancak, bireyin durumu farklı olduğundan, excimer lazer tedavisi uygun aday olmadığınızı belirlemek uzman göz doktoru değerlendirme yapmanız önemlidir."
20580,"Excimer Lazer tedavisi, genellikle göz 5 ila 15 dakika arasında sürer."
20581,İşlem sırasında gözünüz lokal anestezi uyuşturulur lazer ışığı kornea üzerinde çalışırken sizden gözünüzü sabit tutmanız istenebilir.
20582,Excimer Lazer tedavisi esnasında hastalar genellikle ağrı acı hissetmezler.
20583,"Lokal anestezi kullanılır, nedenle göz yüzeyi uyuşturulur işlem sırasında genellikle sadece hafif baskı hissedebilirsiniz."
20584,Tedavinin tamamı oldukça hızlı gerçekleşir.
20585,"Excimer Lazer tedavisi, genellikle kalıcı çözüm sunar."
20586,"Göz bozukluğunun derecesine kişinin yaşına bağlı sonuçlar değişebilir, çoğu durumda düzeltilen görüş kalıcı olur."
20587,yaşlanma süreci faktörler zamanla göz numarasında değişikliklere yol açabilir.
20588,"Excimer Lazer tedavisi sonrasında, kişilerde geçici göz kızarıklığı, göz sulanması, ışığa hassasiyet, gece görüşünde azalma yan etkiler görülebilir."
20589,"Ayrıca, nadir durumlarda enfeksiyon korneada düzensizlikler ciddi yan etkiler meydana gelebilir."
20590,nedenle tedavi sonrası dönemde doktorunuzun verdiği talimatlara uymanız önemlidir.
20591,Excimer Lazer tedavisi genellikle kalıcı çözüm sunar.
20592,"Ancak, yaşlanma süreci faktörler zamanla göz numarasında değişikliklere yol açabilir."
20593,"nedenle, göz numaranızda değişiklikler fark ederseniz yeni göz bozuklukları geliştirirseniz, düzenli takibi hekiminize başvurmanız önemlidir."
20594,Excimer Lazer tedavisi yaş sınırı yoktur.
20595,"Ancak, göz bozuklukları 18 yaşından sonra genellikle sabitlenir nedenle tedavinin ergenlik döneminde yapılmaması önerilir."
20596,Tedavi uygun yaş aralığı 20-40 yaşları arasında olabileceğine yönelik görüşler bulunmaktadır.
20597,"Excimer Lazer tedavisi sonrasında, hastalarda geçici göz kuruluğu yaşanabilir."
20598,"Bu, göz yüzeyindeki epitelyumun iyileşme sürecine bağlı ortaya çıkabilir."
20599,"Tedavi sonrası göz kuruluğu, genellikle hafta içinde kendiliğinden düzelir."
20600,Tedavinin ardından doktorunuzun önerdiği göz damlalarını kullanmak rahatlamanıza yardımcı olabilir.
20601,Hamile emziren kadınlar excimer lazer tedavisi genellikle önerilmez.
20602,"Tedavi, hormonal değişiklikler nedeniyle hamilelik emzirme döneminde yapılmayabilir."
20603,Tedavi uygun döneme geçmek doktorunuzla iletişime geçmeniz önemlidir.
20604,"Tedavi sırasında, hastanın gözünün sabit tutulması önemlidir."
20605,"Göz hareketi, lazer ışığının doğru şekilde hedeflenmesini etkileyebilir tedavinin etkinliğini azaltabilir."
20606,"nedenle, işlem sırasında hastanın gözünü sabit tutabilmesi önemlidir."
20607,"Genellikle, Excimer Lazer tedavisi tek seansta tamamlanır."
20608,"Ancak, göz bozukluğunun derecesine tedavinin karmaşıklığına bağlı olarak, durumlarda ek seanslar gerekebilir."
20609,"Excimer Lazer tedavisi sonrasında, doktorunuzun belirttiği yönergeleri takip ederek spor yapma aktivitelere dönmeniz gerekebilir."
20610,sporlar aktiviteler tedavi sonrasında belirli süreyle sınırlanabilir.
20611,"Genellikle, tedavi sonrası gün boyunca ağır fiziksel aktivitelerden kaçınılması önerilir."
20612,"Excimer lazer tedavisi genellikle göz numarasını büyük ölçüde düzeltebilir, kişilerde gözlük kontakt lens kullanımını tamamen ortadan kaldırabilir."
20613,"Ancak, sonuçlar kişinin göz numarasının derecesine, korneanın kalınlığına göz sağlığı faktörlerine bağlı değişebilir."
20614,Tedavinin başarı oranı oldukça yüksektir çoğu hasta olumlu sonuçlar alınır.
20615,"Ancak, durumlarda tamamen düzelme sağlanamayabilir göz numarasında düzelme sağlansa hafif dereceli gözlük ihtiyacı devam edebilir."
20616,"Önemli olan, excimer lazer tedavisi düşünülüyorsa, göz doktoru kişiye özgü durumun değerlendirilmesi tedavi hakkında detaylı bilgilendirme yapılmasıdır."
20617,hasta farklı tedavi planı oluşturulur beklentiler doğru şekilde yönetilir.
20618,Çalışmak üretmek yaşamın vazgeçilmez unsurlarından tanesidir.
20619,"Bununla birlikte durumlarda çalışılan ortamda bulunan fiziksel, kimyasal ve/veya biyolojik risk etmenleri çalışanlarda çeşitli sağlık sorunları görülmesine olabilir."
20620,"Meslek hastalıkları kişinin yaptığı işten kaynaklanan, çalışma sonucu ortaya çıkan sağlık sorunları tanımlanır."
20621,İçindekilerMeslek Hastalığı Nedir?Meslek Hastalıkları Nedenleri Nelerdir?Meslek Hastalıkları Grupları Nelerdir?Meslek Hastalığı Özellikleri Nelerdir?Meslek Hastalıklarından Korunma Yolları Nelerdir?
20622,Meslek Hastalığı Nedir?
20623,"Meslek hastalığı 5510 sayılı Sosyal Sigortalar Genel Sağlık Sigortası Kanununun 14. maddesine göre “Meslek hastalığı, sigortalının çalıştığı yaptığı işin niteliğinden tekrarlanan sebeple işin yürütüm şartları yüzünden uğradığı geçici sürekli hastalık, bedensel ruhsal engellilik halleridir.” tanımlanır."
20624,tanım doğrultusunda hastalığın meslek hastalıkları içerisinde değerlendirilebilmesi işin özellikleri yüzünden ortaya çıkması gerekmektedir.
20625,başka ifadeyle hastalık yapılan işin arasında neden-sonuç ilişkisi olması hastalığın meslek hastalığı sayılmasının başlıca kriterlerinden tanesidir.
20626,Meslek Hastalıkları Nedenleri Nelerdir?
20627,Meslek hastalıklarına çeşitli faktörler vardır.
20628,Başlıca meslek hastalıkları nedenleri şekildedir: Kimyasal etkenler: İş yerlerinde sık maruz kalınan risk etmenlerinin başında kimyasallar gelir.
20629,"Çözücü maddeler, gazlar, asitler, pestisitler ağır metaller kimyasal risk faktörlerindendir."
20630,"Fiziksel etkenler: Gürültü, titreşim, sıcaklık, ortamın nem seviyesi, aydınlatması iş yeri ortamının özelliklerinin çalışmaya elverişsiz olması zamanla çalışanlarda çeşitli sağlık sorunları görülmesine olabilir."
20631,"Biyolojik etkenler: grupta yer alan meslek hastalıkları genellikle çalışılan ortamda virüs, bakteri, mantar parazit biyolojik ajanlara maruziyet sonucunda görülen hastalıklardır."
20632,"Örneğin, çiftçi, kasap, veteriner besicilerde sık rastlanan bruselloz, tüberküloz, şarbon, Kırım Kongo Kanamalı Ateşi, salmonellosis hastalıklar grupta değerlendirilir."
20633,Ek özellikle sağlık çalışanlarında biyolojik etkenlere bağlı meslek hastalığı görülme riski yüksektir.
20634,"Özellikle Hepatit B, AIDS, kızamıkçık hastalıklara sağlık çalışanları arasında sık görülür."
20635,"Tozlar: Pamuk tozu, demir tozu, kömür tozu kimyasal tozlar keten tozu, şeker kamışı tozu biyolojik tozlar meslek hastalıklarına faktörler arasında ilk sıralarda yer alır."
20636,Meslek Hastalıkları Grupları Nelerdir?
20637,Meslek hastalıkları vücutta görüldükleri bölgelere göre farklı gruplara ayrılır.
20638,Türkiye’de meslek hastalıkları gruplandırılırken hastalığa faktör hastalığın etkilediği organ dikkate alınarak sınıflandırma yapılır.
20639,sınıflandırmaya göre meslek hastalıkları 5 gruba ayrılır.
20640,göre başlıca meslek hastalıkları grupları şekildedir: A grubu meslek hastalıkları (kimyasal kaynaklı meslek hastalıkları): Kimyasal kaynaklı meslek hastalıkları içerisinde önemli yer tutar.
20641,"Kimyasal faktörlerin hastalıklara bakıldığında silikoz, asbestoz, bronşit akciğer hastalıkları, cilt hastalıkları, kurşun zehirlenmesine bağlı nörolojik hastalıkların ilk sıralarda yer aldığı görülür."
20642,Ek kimyasal ajanlara bağlı akciğer kanseri görülme riski yüksektir.
20643,B grubu meslek hastalıkları (mesleki cilt hastalıkları): İnsanların iş yerlerinde maruz kaldıkları etmenlar sonucunda görülen cilt hastalıkları genel mesleki dermatoz değerlendirilir.
20644,Cilt hastalıkları mesleki hastalıklar içerisinde önemli yer tutar.
20645,Meslek hastalıklarının yaklaşık %30-40 kadarını cilt hastalıkları oluşturmaktadır.
20646,"Sıcak, soğuk, nem, radyasyon fiziksel etmenler, solvent, krom, boya kimyasallar, virüs, bakteri biyolojik ajanlar basınç, travma mekanik etkenler mesleki cilt hastalıklarına başlıca faktörler arasında sayılabilir."
20647,"Kontakt dermatit, kıl kökü iltihabı, cilt kanseri, kimyasal yanıklar, kandida enfeksiyon hastalıkları sık görülen mesleki cilt hastalıklarındandır."
20648,C grubu meslek hastalıkları (mesleki solunum sistemi hastalıkları): Solunum sistemi hastalıkları meslek hastalıkları içerisinde önemli yer tutar.
20649,Özellikle tozun yoğun bulunduğu ortamlarda çalışanlarda solunum sistemi hastalıkları görülme riski yüksektir.
20650,Toz mesleki hastalıklar başlıca risk faktörlerinden tanesidir.
20651,"Örneğin inorganik tozlardan silika tozunun silikozis, özellikle madenlerde çalışanlarda taş kömürü antrasit tozu maruziyete bağlı kömür işçisi pnömokonyozu, asbest tozunun solunmasına bağlı oluşan asbestozis, demir tozuna bağlı oluşan siderozis solunum sistemi rahatsızlıkları meslek hastalıkları içerisinde önemli yer tutar."
20652,"Ek olarak, mesleki solunum sistemi hastalıkları sadece inorganik tozlara bağlı ortaya çıkmaz."
20653,Pamuk tozunun bizinosis solunum sistemi rahatsızlıkları C grubu meslek hastalıklarının içerisinde sık karşılaşılan sağlık sorunlarındandır.
20654,"D grubu meslek hastalıkları (mesleki bulaşıcı hastalıklar): Yapılan çalışanın parazit, virüs, bakteri mantar mikroorganizmalara maruz kalmasına bağlı ortaya çıkan bulaşıcı hastalıklar D grubu meslek hastalıkları içerisinde değerlendirilir."
20655,"Özellikle sağlık çalışanları Hepatit B, AIDS, tüberküloz, şarbon mesleki bulaşıcı hastalıklar bakımından risk taşır."
20656,"E grubu fiziki etkenlere bağlı görülen mesleki hastalıklar: Çalışılan ortamın nem, sıcaklık, basınç aydınlatma fiziksel özelliklerinin insan sağlığına etkileri olabilir."
20657,"Örneğin, gürültülü ortamda çalışanlarda zamanla işitme problemi, aşırı sıcak soğuk ortamda çalışanlarda dolaşım sistemi sorunları görülebilir."
20658,"Yukarıda sayılanların yanı sıra ILO (Uluslararası Çalışma Örgütü) mesleki hastalıkların nedenleri arasında yapılan işten keyif almamak, mobbinge maruz kalmak (iş yerinde psikolojik baskı), iş arkadaşlarıyla anlaşamamak psikolojik risk faktörlerine önem verir."
20659,Meslek Hastalığı Özellikleri Nelerdir?
20660,Günümüzde meslek hastalığı işe bağlı hastalık kavramları sıklıkla birbiri karıştırılır.
20661,Meslek hastalığı özellikleri hakkında bilgi sahibi olmak iki kavram arasındaki farkı anlamaya yardımcı olabilir.
20662,Meslek hastalıkları çalışılan ortamda uzun süre risk faktörüne maruz kalma sonucunda ortaya çıkar çoğunlukla işle ilgilenen kişileri etkiler.
20663,"Bununla birlikte baş ağrısı, stres, görme sorunları işe bağlı hastalıklar toplumun geri kalanında görülebilir."
20664,Ek risk faktörüne maruziyetin tekrarlaması hastalığın zaman başladığının kesin bilinmemesi meslek hastalıklarının önemli özellikleri arasında sayılabilir.
20665,Meslek Hastalıklarından Korunma Yolları Nelerdir?
20666,İş yerlerinde önlemler alarak mesleki hastalıklardan korunmak mümkündür.
20667,"öncelikle ortamdaki risk faktörünün ortadan kaldırılması, tamamen ortadan kaldırmanın mümkün olmadığı durumlarda riski aza indirecek önlemler alınması kişisel koruyucu ekipmanlar kullanılması önemlidir."
20668,"Örneğin, çalışanların toza maruz kaldıkları ortamda havalandırma sistemlerinin uygun yapılması ve/veya ortamın düzenli aralıklarla su ıslatılması toza bağlı mesleki hastalık riskini aza indirmeye yardımcı olabilir."
20669,"Ek çalışılan ortamın şartlarına bağlı çalışanların maske, eldiven, gözlük, kulak koruyucu kişisel koruyucu ekipmanlar kullanması meslek hastalıklarının önüne geçmeye yardımcı olabilir."
20670,Meslek hastalıkları risk faktörüne tekrarlayan şekilde uzun süre maruz kalınması sonucunda ortaya çıkan hastalıklardır.
20671,nedenle hastalığın zaman başladığının kesin bilinmesi zordur.
20672,günümüzde düzenli yapılan doktor kontrolleri meslek hastalıklarına erken dönemde tanı konulması mümkündür.
20673,Siz riskin yüksek çalışıyorsanız alanında uzman doktordan randevu almayı düzenli kontrollerinizi yaptırmayı ihmal etmeyin.
20674,Çalışmak üretmek yaşamın vazgeçilmez unsurlarından tanesidir.
