Index,ilgili_olmayan_cümleler_sonuc
18788,Buna göre başlıca trikotillomani risk faktörleri şu şekilde sıralanabilir:  Genetik faktörler: Sınıflandırma konusunda literatürde bazı karışıklıklar ve anlaşmazlıklar olsa da uzmanların büyük çoğunluğuna göre trikotillomani obsesif kompulsif davranış bozuklukları içerisinde yer alır.
18789,
18790,
18791,
18792,Stres: Stres trikotillomani gelişmesini tetikleyebilir.
18793,Trikotillomani Belirtileri Nelerdir?
18794,"Trikotilomani belirtileri denildiğinde ilk akla gelen, kişinin kendi saçını çekmeye ve koparmaya yönelik karşı konulamaz bir istek duymasıdır."
18795,"Aynı zamanda bu kişiler sadece saç derisindeki saçları değil kaş, kirpik, koltuk altı ve kasık bölgesi gibi bedenin diğer bölgelerindeki kılları de koparma eğilimi gösterir."
18796,Kıl koparmaya yönelik olan bu istek genellikle stresli anlarda daha yoğun hissedilmek ile birlikte kişinin daha rahat olduğu zamanlarda da ortaya çıkabilir.
18797,
18798,Trikotillomani Nasıl Teşhis Edilir?
18799,Amerikan Psikiyatri Birliği tarafından yayımlanan Dsm - 5 Ruhsal Bozuklukların Tanısal ve Sayımsal Elkitabı’na göre bir kişide trikotillomani varlığından söz edebilmek için kişinin bazı kriterleri karşılaması gerekir.
18800,
18801,Trikotilomani Nasıl Tedavi Edilir?
18802,
18803,
18804,
18805,"Bilişsel davranış terapisi, kişinin vücudundaki tüyleri koparma alışkanlığı ile ilgili düşünce ve davranış kalıplarını değiştirmeyi amaçlar."
18806,Bu sayede kişiler saç yolma alışkanlığına neden olan düşünce ve davranışları değiştirmeyi ve saç yolma alışkanlığı ile baş etmeyi öğrenebilir.
18807,
18808,
18809,
18810,
18811,
18812,
18813,
18814,
18815,Trikotillomani Riskleri Nelerdir?
18816,
18817,Bu durum kişinin iş ve okul hayatı başta olmak üzere çeşitli sorunlar yaşamasına neden olabilir.
18818,"Ayrıca saç yolma davranışını uzun süre gösteren kişilerde ilerleyen zamanlarda kalıcı saç, kaş ve kirpik kaybı görülebilir."
18819,
18820,
18821,
18822,
18823,Trikotillomani nedir?
18824,"Trikotillomani tekrarlayan şekilde kişinin saç, kaş, kirpik başta olmak üzere bedenindeki kılları yolduğu psikiyatik bir bozukluktur."
18825,Trikotillomani belirtileri nelerdir?
18826,"Farkında olarak veya olmadan saç, kaş ve kirpik gibi bedendeki kılları koparmak ve kopardıktan sonra rahatlamış hissetmek trikotillomaninin başlıca belirtileri arasındadır."
18827,
18828,
18829,
18830,
18831,
18832,
18833,
18834,
18835,Bununla birlikte trikotillomani sadece tüy yolmadan ibaret bir rahatsızlık değildir.
18836,
18837,
18838,"Trikotillomani kısaca kişinin tekrarlayan biçimde saç, kaş ve kirpik başta olmak üzere vücudundaki kılları yolmasıdır."
18839,
18840,
18841,Trikotillomani kişinin saç yolma alışkanlığının farkında olup olmamasına bağlı olarak başlıca iki alt sınıfa ayrılır.
18842,
18843,"Buna göre başlıca trikotillomani risk faktörleri şu şekilde sıralanabilir:  Trikotilomani belirtileri denildiğinde ilk akla gelen, kişinin kendi saçını çekmeye ve koparmaya yönelik karşı konulamaz bir istek duymasıdır."
18844,"Aynı zamanda bu kişiler sadece saç derisindeki saçları değil kaş, kirpik, koltuk altı ve kasık bölgesi gibi bedenin diğer bölgelerindeki kılları de koparma eğilimi gösterir."
18845,Kıl koparmaya yönelik olan bu istek genellikle stresli anlarda daha yoğun hissedilmek ile birlikte kişinin daha rahat olduğu zamanlarda da ortaya çıkabilir.
18846,Buna göre trikotillomani belirtileri şu şekilde sıralanabilir: Amerikan Psikiyatri Birliği tarafından yayımlanan Dsm - 5 Ruhsal Bozuklukların Tanısal ve Sayımsal Elkitabı’na göre bir kişide trikotillomani varlığından söz edebilmek için kişinin bazı kriterleri karşılaması gerekir.
18847,
18848,
18849,
18850,
18851,Bu durum kişinin iş ve okul hayatı başta olmak üzere çeşitli sorunlar yaşamasına neden olabilir.
18852,"Ayrıca saç yolma davranışını uzun süre gösteren kişilerde ilerleyen zamanlarda kalıcı saç, kaş ve kirpik kaybı görülebilir."
18853,
18854,
18855,
18856,
18857,"Trikotillomani tekrarlayan şekilde kişinin saç, kaş, kirpik başta olmak üzere bedenindeki kılları yolduğu psikiyatik bir bozukluktur."
18858,"Farkında olarak veya olmadan saç, kaş ve kirpik gibi bedendeki kılları koparmak ve kopardıktan sonra rahatlamış hissetmek trikotillomaninin başlıca belirtileri arasındadır."
18859,
18860,
18861,
18862,
18863,
18864,
18865,Genellikle 40 yaş üzerindeki kişilerde sıklıkla görülür.
18866,"Eklem içindeki veya çevresindeki yapılar hasar gördüğünde, sinoviyal sıvının birikmesi ile dizde yumru şeklinde bir kist oluşur."
18867,"Hastanın dizinde gerginlik, ağrı ve hareket kısıtlılığı ile kendini gösterir."
18868,Bu bölgesindeki eklem yapısını zedeleyen artrit veya kıkırdak hasarı gibi meydana gelen fizyolojik etkenler rahatsızlıkta rol oynayabilir.
18869,Kistin ortadan kaldırılması için altında yatan problemin tespit edilmesi gereklidir.
18870,
18871,
18872,
18873,Bazı vakalarda kist drene edilebilir.
18874,İçindekilerBaker Kisti Nedir?Baker Kisti Neden Olur?Baker Kisti Belirtileri Nelerdir?Baker Kisti Nasıl Teşhis Edilir?Baker Kisti Tedavisi Nedir?Baker Kisti Hakkında Sık Sorulan Sorular  Baker Kisti Nedir?
18875,"Yaygın olarak Baker kisti olarak bilinmesine rağmen, popliteal veya sinovyal kist olarak da adlandırılır."
18876,"Adını, bu rahatsızlığı keşfeden Doktor William Morrante Baker'dan alır."
18877,"Doktor, bu popliteal kistlerin hasarlı diz ekleminde dolaşan sıvının sonucu oluştuğunu gözlemlemiştir."
18878,Bu popliteal kistler dizin arka bölümünde oluşan içi sıvı dolu keseciklerdir.
18879,Düzensiz sıvı kesecikleri zamanla büyüyerek dizde bir kist oluşturur.
18880,
18881,Çocuklarda ise genellikle diz eklem kapsülünde meydana gelen fıtık sonucu oluşabilir.
18882,"Baker kisti dizin arka bölümünde gerginlik, ağrı ve hareket kısıtlılığı şikayetlerine neden olur."
18883,
18884,Baker Kisti Neden Olur?
18885,Baker kisti dizin arkasında oluşan içi düzensiz sinovyal sıvı dolu keseciklerin büyüyerek dizde yumruya neden olması ile meydana gelir.
18886,Sinoviyal sıvı diz ekleminin rahat hareketi için üretilir.
18887,Bu bölgede oluşan bir hasar bu sıvının vücut içindeki hareketini ve üretimini aksatır.. Bu nedenle dizde yumru şeklinde bir popliteal kist oluşur.
18888,Diz bölgesindeki eklem yapısını zedeleyen menisküs veya kıkırdak hasarı gibi fizyolojik etmenler iltihaplanma ile de bu rahatsızlık görülebilir.
18889,Diz eklemi vücutta yüksek basıncı kaldıran eklemlerden biri olduğu için çevresel etkenlerden kolayca etkilenebilir.
18890,
18891,Baker Kisti Belirtileri Nelerdir?
18892,
18893,Genellikle diz arkasında küçük bir şişlik ile başlar.
18894,
18895,Çoğunlukla dizin bükülmesi sırasında ağrı hissedilir.
18896,Baker kistinin neden olduğu şiddetli ağrı uzun süre ayakta kalınan zamanda da ortaya çıkabilir.
18897,
18898,Baker kistinin patlaması veya yırtılması durumunda kistin oluştuğu bölgede şişlik ve kızarıklık görünür.
18899,Ayrıca popliteal kistin patlaması sonucu diz içine yayılan sinovyal sıvı dizden baldıra doğru yayılacağı için bu bölgede ağrı ve morarma görülebilir.
18900,
18901,Baker kistinin semptomları genellikle hafif seyreder.
18902,"Hastalığın ilerlemesi durumunda meydana gelen şikayetler şu şekilde özetlenebilir:  Diz bölgesinde orta veya şiddetli düzeyde ağrı Gerginlik Dizde hareket kısıtlılığı Dizin arkasında oluşan şişlik Popliteal kistin baldır kaslarına kadar uzanması Popliteal kist patlaması sonucu sızan sıvı nedeniyle diz, baldır veya ayak bilek bölgesinde oluşan morarma ve kızarıklık  Daha ciddi ancak nadir görülen sorunlar benzer semptomlar gösterebileceği için, tıbbi yardım almak önemlidir."
18903,"Bunlar arasında tümör, derin ven trombozu veya popliteal arter anevrizması sayılabilir."
18904,
18905,
18906,Baker Kisti Nasıl Teşhis Edilir?
18907,
18908,Yumru fizik muayene sırasında hissedilebilir ve çoğu vakada gözle görülebilir boyuttadır.
18909,"Ultrason, X-Ray, ve MR yöntemleri kullanılarak tanı doğrulanır."
18910,
18911,
18912,"Bununla birlikte, bir kan pıhtısı da dizin arkasında ve baldırın arkasında morarma ve şişmeye neden olabilir."
18913,
18914,Baker Kisti Tedavisi Nedir?
18915,
18916,
18917,
18918,
18919,
18920,
18921,Düzenli egzersizler ile diz kasların güçlenmesi sağlanabilir.
18922,Ayrıca bu egzersizler rahatsızlığın oluşturduğu hareket kısıtlamasının azaltılmasına dizdeki hareket açıklığının artırılmasına yardımcı olabilir.
18923,
18924,
18925,
18926,
18927,
18928,Bazı vakalarda Baker kistinin yarattığı hasarın tespiti için kamera kullanılarak yapılan artroskopik diz ameliyatına ihtiyaç duyulabilir.
18929,
18930,
18931,Baker Kistinin Oluşması Önlenebilir Mi?
18932,
18933,Baker Kisti Kendi Kendine Geçer Mi?
18934,
18935,Baker Kisti Patlarsa Ne Olur?
18936,
18937,
18938,
18939,
18940,Genellikle 40 yaş üzerindeki kişilerde sıklıkla görülür.
18941,"Eklem içindeki veya çevresindeki yapılar hasar gördüğünde, sinoviyal sıvının birikmesi ile dizde yumru şeklinde bir kist oluşur."
18942,"Hastanın dizinde gerginlik, ağrı ve hareket kısıtlılığı ile kendini gösterir."
18943,Bu bölgesindeki eklem yapısını zedeleyen artrit veya kıkırdak hasarı gibi meydana gelen fizyolojik etkenler rahatsızlıkta rol oynayabilir.
18944,Kistin ortadan kaldırılması için altında yatan problemin tespit edilmesi gereklidir.
18945,
18946,
18947,
18948,Bazı vakalarda kist drene edilebilir.
18949,
18950,"Yaygın olarak Baker kisti olarak bilinmesine rağmen, popliteal veya sinovyal kist olarak da adlandırılır."
18951,"Adını, bu rahatsızlığı keşfeden Doktor William Morrante Baker'dan alır."
18952,"Doktor, bu popliteal kistlerin hasarlı diz ekleminde dolaşan sıvının sonucu oluştuğunu gözlemlemiştir."
18953,Bu popliteal kistler dizin arka bölümünde oluşan içi sıvı dolu keseciklerdir.
18954,Düzensiz sıvı kesecikleri zamanla büyüyerek dizde bir kist oluşturur.
18955,
18956,Çocuklarda ise genellikle diz eklem kapsülünde meydana gelen fıtık sonucu oluşabilir.
18957,"Baker kisti dizin arka bölümünde gerginlik, ağrı ve hareket kısıtlılığı şikayetlerine neden olur."
18958,
18959,Baker kisti dizin arkasında oluşan içi düzensiz sinovyal sıvı dolu keseciklerin büyüyerek dizde yumruya neden olması ile meydana gelir.
18960,Sinoviyal sıvı diz ekleminin rahat hareketi için üretilir.
18961,Bu bölgede oluşan bir hasar bu sıvının vücut içindeki hareketini ve üretimini aksatır.. Bu nedenle dizde yumru şeklinde bir popliteal kist oluşur.
18962,Diz bölgesindeki eklem yapısını zedeleyen menisküs veya kıkırdak hasarı gibi fizyolojik etmenler iltihaplanma ile de bu rahatsızlık görülebilir.
18963,Diz eklemi vücutta yüksek basıncı kaldıran eklemlerden biri olduğu için çevresel etkenlerden kolayca etkilenebilir.
18964,
18965,
18966,Genellikle diz arkasında küçük bir şişlik ile başlar.
18967,
18968,Çoğunlukla dizin bükülmesi sırasında ağrı hissedilir.
18969,Baker kistinin neden olduğu şiddetli ağrı uzun süre ayakta kalınan zamanda da ortaya çıkabilir.
18970,
18971,Baker kistinin patlaması veya yırtılması durumunda kistin oluştuğu bölgede şişlik ve kızarıklık görünür.
18972,Ayrıca popliteal kistin patlaması sonucu diz içine yayılan sinovyal sıvı dizden baldıra doğru yayılacağı için bu bölgede ağrı ve morarma görülebilir.
18973,
18974,Baker kistinin semptomları genellikle hafif seyreder.
18975,"Hastalığın ilerlemesi durumunda meydana gelen şikayetler şu şekilde özetlenebilir: Daha ciddi ancak nadir görülen sorunlar benzer semptomlar gösterebileceği için, tıbbi yardım almak önemlidir."
18976,"Bunlar arasında tümör, derin ven trombozu veya popliteal arter anevrizması sayılabilir."
18977,
18978,
18979,
18980,Yumru fizik muayene sırasında hissedilebilir ve çoğu vakada gözle görülebilir boyuttadır.
18981,"Ultrason, X-Ray, ve MR yöntemleri kullanılarak tanı doğrulanır."
18982,
18983,
18984,"Bununla birlikte, bir kan pıhtısı da dizin arkasında ve baldırın arkasında morarma ve şişmeye neden olabilir."
18985,
18986,
18987,
18988,
18989,
18990,
18991,
18992,Düzenli egzersizler ile diz kasların güçlenmesi sağlanabilir.
18993,Ayrıca bu egzersizler rahatsızlığın oluşturduğu hareket kısıtlamasının azaltılmasına dizdeki hareket açıklığının artırılmasına yardımcı olabilir.
18994,
18995,
18996,
18997,
18998,
18999,Bazı vakalarda Baker kistinin yarattığı hasarın tespiti için kamera kullanılarak yapılan artroskopik diz ameliyatına ihtiyaç duyulabilir.
19000,
19001,
19002,
19003,
19004,
19005,
19006,
19007,
19008,Bu durumda kirli kan vücuttan kalbe doğru yeterince iyi bir şekilde pompalanmaz ve temizlenmeyerek vücutta belli yerlerde (bacaklar gibi) birikir.
19009,
19010,İçindekilerVenöz Yetmezlik Nedir?Venöz Yetmezlik Neden Olur?Venöz Yetmezlik Çeşitleri Nelerdir?Kronik Venöz Yetmezlik Belirtileri Nelerdir?Venöz Yetmezlik Nasıl Tedavi Edilir?Venöz Yetmezlik Hakkında Sıkça Sorulan Sorular  Venöz Yetmezlik Nedir?
19011,
19012,Böylece kirli kan bacaklar gibi vücudun çeşitli yerlerinde birikerek şişlik ve morarıklık oluşturabilir.
19013,"Buna sebep olan durumlar arasında başta varis olmak üzere, pıhtı sorunları, kapak problemleri yer alır."
19014,
19015,
19016,
19017,Venöz Yetmezlik Neden Olur?
19018,"Venöz yetmezliğe sebep olacak pek çok durum vardır, başlıca nedenler şöyle sıralanabilir:  Varisler: Venöz yetmezliğin en yaygın nedenlerinden biri varislerdir."
19019,"Varisler, bacaklardaki damarlarda genişlemeler ve şişlikler olarak ortaya çıkar."
19020,
19021,"Derin Ven Trombozu (DVT): DVT, bacaklardaki derin venlerde kan pıhtısı oluşması durumudur."
19022,"Bu pıhtılar, venlerin tıkanmasına ve kan akışının engellenmesine neden olabilir, böylece venöz yetmezliğe yol açabilir."
19023,
19024,"İlerleyen Yaş: Yaş ilerledikçe, venöz yetmezlik riski artar çünkü venler elastikiyetini kaybedebilir ve daha az etkili hale gelebilir."
19025,"Obezite: Obezite, bacaklardaki venler üzerinde ekstra baskı oluşturabilir ve venöz yetmezliğe katkıda bulunabilir."
19026,Venöz Yetmezlik Çeşitleri Nelerdir?
19027,
19028,"İşte venöz yetmezlik çeşitlerinden bazıları:  Yüzeysel Venöz Yetmezlik: Bu, yüzeydeki venleri etkileyen ve sıklıkla varislerle ilişkilendirilen bir tür venöz yetmezliktir."
19029,"Yüzeysel venöz yetmezlik, venlerin yüzeyde genişlemesi ve damar kapakçıklarının işlevsiz hale gelmesi sonucu oluşur."
19030,"Varisler, bu tür venöz yetmezliğin belirgin bir işaretidir."
19031,"Derin Venöz Yetmezlik: Bu tür venöz yetmezlik, derin venlerin (bacaklardaki derin damarlar) işlevsiz hale gelmesi sonucu ortaya çıkar."
19032,"Derin venöz yetmezlik, daha ciddi bir durumdur ve potansiyel olarak daha ciddi komplikasyonlara yol açabilir."
19033,"Derin ven trombozu (DVT) gibi durumlar, derin venöz yetmezliğin bir nedeni olabilir."
19034,"Kronik Venöz Yetmezlik: Kronik venöz yetmezlik, venöz sistemin uzun süreli işlevsizliği veya yetersizliği sonucu ortaya çıkar."
19035,
19036,"Kronik venöz yetmezlik, semptomların uzun süre devam ettiği ve ilerlediği bir durumdur."
19037,Kronik Venöz Yetmezlik Belirtileri Nelerdir?
19038,"Kronik venöz yetmezlik (KVY), venöz sistemdeki damarların uzun süreli işlevsizliği veya yetersizliği sonucu ortaya çıkan bir durumdur."
19039,"Kronik venöz yetmezlik belirtileri ve şiddeti kişiden kişiye değişebilir.. Ama genelde venöz yetmezliği belirtileri şunlardır:  Bacaklarda Ağırlık ve Yorgunluk Hissi: Bacaklarda ağırlık, dolgunluk veya yorgunluk hissi sıkça yaşanan bir belirtidir."
19040,"Bu his, günün ilerleyen saatlerinde veya ayakta uzun süre durduktan sonra artabilir."
19041,"Bacak Şişliği: Bacaklarda şişme, venöz yetmezliğin bir belirtisi olabilir."
19042,"Bacaklardaki damarların düzgün çalışmaması, kanın toplanmasına ve bacaklarda ödem oluşmasına neden olabilir."
19043,"Varisler: Varisler, genellikle venöz yetmezliği olan kişilerde görülen belirgin damar genişlemeleri ve şişlikleridir."
19044,"Bacaklarda, özellikle alt bacaklarda görülebilirler."
19045,Ayak Bileği Çevresinde Şişlik: Ayak bileği çevresinde ödem (şişlik) de venöz yetmezliğin bir belirtisi olabilir.
